# Data Set (v1): ML-CUP17-TR
# Nov 2017
# ML-CUP17
# INFO: micheli@di.unipi.it
# (C) CIML group - Gallicchio, Micheli 2017
# 
# Format:
# Training set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10,target_x,target_y
# Blind Test set: id,input1,input2,input3,input4,input5,input6,input7,input8,input9,input10

202,0.152691,-0.869219,-1.025921,1.161396,0.986337,0.819237,-0.305847,-1.231494,1.050302,0.879659,7.547961,-14.053366
203,1.436135,-0.249940,0.044915,0.214248,-0.088611,1.667556,1.173054,0.656592,-0.324959,0.052918,11.450391,-20.429832
204,-0.397357,-0.869219,-1.620829,0.782537,1.404372,0.347948,-0.446694,-1.288709,1.528653,0.741869,6.533721,-12.205989
205,-1.130753,1.382708,1.413206,-1.048616,-1.282997,-0.123341,1.313902,1.057095,-1.281663,-0.704928,19.798447,-16.124955
206,-1.222428,1.776795,0.223388,-1.111759,-1.163558,-1.254434,-0.024151,1.400384,-1.162075,-0.911613,22.612881,-14.623939
207,-1.314102,-1.488499,-0.847448,1.477112,1.225214,0.159432,-0.587542,-0.602132,1.229683,1.293030,5.760483,-10.798748
208,1.069437,0.369340,1.234733,-0.732900,-1.223277,-0.029083,1.525173,0.828236,-1.162075,-1.393879,16.363351,-17.944299
209,-0.855729,-1.207009,-1.204393,1.729685,1.762688,-0.500372,-0.939661,-1.403138,0.990508,0.328499,3.796484,-7.169737
210,-0.489031,-1.038114,-1.025921,0.719394,1.105775,0.630721,-0.869237,-0.830991,0.811126,0.672974,3.125031,-5.891361
211,2.352881,0.932322,1.115751,-0.164611,-0.745523,0.630721,1.313902,0.198874,-0.324959,-0.084872,14.290372,-18.996343
212,-0.214007,1.270111,0.580333,-0.859186,-1.282997,-1.348691,0.398392,1.514813,-1.102281,-1.049404,24.251575,-13.742581
213,0.152691,-0.531430,-0.490503,1.161396,1.284933,1.573298,-0.446694,-0.830991,0.512156,1.706401,7.779716,-14.509716
214,-0.855729,-1.038114,-1.085412,1.540256,1.464091,-0.500372,-1.573476,-1.059850,1.349271,0.741869,4.244094,-7.991907
215,-0.305682,-0.981816,-1.085412,1.035110,0.687740,0.819237,-1.010085,-0.830991,1.409065,0.879659,6.509236,-12.151473
216,-0.397357,-1.375903,-1.739811,0.087962,0.866898,-0.029083,-1.221357,-1.174280,0.392568,0.741869,2.994515,-5.648284
217,0.519389,1.157515,1.234733,-1.048616,-1.402435,-1.725722,1.595597,0.942666,-1.102281,-0.980509,18.873113,-16.592067
218,-0.489031,-0.925518,-0.371521,0.466821,0.807179,1.950329,-0.657966,-0.487703,0.930714,1.293030,8.645016,-16.162572
219,-0.855729,-1.319605,-1.323375,1.350826,1.284933,0.253690,-1.643900,-1.345924,1.289477,0.190708,3.543091,-6.680024
220,-0.214007,-0.700325,-1.144902,0.340535,0.986337,1.290525,-1.150933,-0.659347,0.213186,1.844191,8.322144,-15.561944
221,-1.130753,0.819726,1.472697,-1.427475,-1.462155,-0.217599,1.173054,0.885451,-1.221869,-1.049404,19.765106,-16.135042
222,0.152691,1.382708,1.353715,-1.174902,-1.103839,-0.500372,0.609663,0.828236,-1.341457,-0.980509,22.125098,-14.879914
223,-0.305682,-1.094412,-1.085412,0.277392,0.807179,0.253690,-0.869237,-1.288709,0.571950,0.328499,2.586346,-4.900146
224,-0.489031,-1.375903,-1.144902,0.782537,1.225214,0.253690,-1.291781,-0.716562,0.751332,0.466289,3.119259,-5.885415
225,-0.030658,-1.319605,-0.728466,0.908824,1.284933,0.724979,-0.446694,-0.830991,1.648241,1.017450,4.225328,-7.965209
226,-0.947404,-0.587729,-0.906939,1.413969,1.165495,0.913494,-0.446694,-0.945421,0.631744,0.879659,7.548906,-14.072371
227,-0.305682,-0.812921,-0.668975,1.350826,0.448863,0.347948,-0.587542,-0.773776,0.691538,1.430820,5.796924,-10.859604
228,2.352881,0.313042,0.223388,0.340535,0.389144,0.819237,0.539240,-0.258844,0.870920,0.741869,10.784313,-20.276836
229,-0.947404,-1.094412,-1.323375,1.477112,1.523811,-0.783145,-1.573476,-0.888206,0.392568,0.328499,3.901968,-7.359567
230,-0.122333,0.819726,0.104406,-1.743191,-1.103839,-1.442949,0.187120,2.086960,-1.341457,-1.324984,27.287416,-12.130625
231,-1.314102,-0.981816,-1.085412,0.593108,1.225214,0.065175,-1.643900,-1.117065,0.272980,0.741869,5.064021,-9.477423
232,-0.305682,-1.150710,-1.025921,0.782537,1.523811,0.159432,-1.221357,-1.174280,0.930714,0.879659,3.266623,-6.159278
233,0.427715,0.707129,1.056260,-1.427475,-0.685804,-0.029083,1.384326,0.656592,-0.922899,-0.291557,15.660780,-18.301248
234,0.061016,1.495304,-0.074066,-1.743191,-0.924681,-0.594630,0.609663,1.400384,-0.982693,-0.911613,24.356501,-13.696520
235,2.077857,-0.081045,0.937279,-0.164611,-0.088611,0.347948,0.680087,-0.087200,-0.444547,0.672974,12.273869,-20.026261
236,-0.030658,1.044918,0.461352,-0.922329,-1.103839,-0.783145,0.398392,1.629243,-1.102281,-0.704928,24.490301,-13.620587
237,-0.214007,-0.756623,-0.490503,0.593108,1.046056,1.102010,-1.432628,-0.659347,1.110095,1.430820,6.299118,-11.752712
238,-0.305682,1.326409,1.234733,-1.301188,-1.402435,-0.029083,0.680087,1.400384,-1.461045,-1.462774,21.710403,-15.099664
239,2.169532,0.481937,0.996769,0.214248,-0.208049,0.724979,0.609663,0.484948,-0.265166,0.328499,13.154166,-19.576951
240,1.436135,0.932322,1.115751,-0.796043,-0.805242,-0.123341,1.525173,0.484948,-0.683723,-0.429348,15.906311,-18.166072
241,-0.122333,1.213813,1.948624,-1.048616,-1.044120,-0.971661,1.032206,1.171525,-1.221869,-1.324984,18.773213,-16.655634
242,0.061016,1.101217,1.353715,-1.364332,-1.342716,-0.406114,1.595597,0.771022,-1.221869,-0.842718,18.161649,-16.992646
243,-0.397357,1.495304,1.234733,-1.553761,-1.044120,-0.217599,0.680087,1.114310,-1.341457,-1.187194,22.554614,-14.659397
244,-0.764055,-1.038114,-1.144902,0.845680,1.464091,0.347948,-1.503052,-1.174280,0.452362,0.259603,5.631967,-10.546595
245,-0.855729,-0.925518,-1.204393,1.161396,1.464091,-0.406114,-1.221357,-1.002635,1.289477,-0.842718,3.080248,-5.849148
246,-0.214007,1.439006,1.234733,-1.111759,-1.044120,-0.311856,0.539240,0.713807,-1.102281,-0.980509,20.180423,-15.920481
247,-0.214007,1.382708,1.234733,-0.985472,-1.044120,-0.783145,0.750511,0.999880,-1.221869,-1.049404,22.076445,-14.904474
248,-0.672380,-1.207009,-0.966430,1.413969,1.583530,-0.217599,-1.432628,-0.945421,1.528653,0.328499,3.739240,-7.064242
249,0.519389,-0.644027,-0.252539,1.413969,1.344653,1.290525,-0.657966,-0.659347,0.631744,1.499716,7.764328,-14.485903
250,1.436135,-0.024747,-0.252539,0.214248,0.508582,1.761814,0.539240,-0.144414,0.392568,0.604079,9.893146,-18.560770
251,-0.214007,1.382708,0.520842,-1.616904,-1.402435,-1.725722,0.187120,2.086960,-1.162075,-0.842718,25.439476,-13.124547
252,-1.314102,-0.981816,-1.382866,1.540256,1.702968,-0.029083,-1.996019,-0.716562,0.870920,0.810764,3.805456,-7.188272
253,0.061016,-0.475132,-0.431012,1.161396,0.747460,1.196267,-1.150933,-0.087200,0.631744,1.430820,9.276072,-17.372779
254,-0.122333,1.044918,1.472697,-1.301188,-0.984400,-0.783145,0.609663,0.942666,-1.162075,-0.980509,19.997348,-16.013363
255,-0.489031,-0.756623,-1.025921,0.466821,1.344653,0.065175,-0.798814,-0.659347,0.512156,0.741869,4.992050,-9.359100
256,-2.047499,-1.094412,-1.739811,0.782537,1.344653,0.630721,-1.855171,-0.830991,0.990508,0.466289,4.789815,-9.014510
257,0.152691,-0.249940,0.044915,-0.038324,-0.446927,0.819237,0.398392,-0.144414,0.870920,0.328499,9.717282,-18.230418
258,0.061016,-0.869219,-1.025921,0.403678,0.926617,0.253690,-1.150933,-0.830991,0.930714,1.224135,5.553849,-10.394786
259,-0.030658,1.213813,1.353715,-1.174902,-1.462155,-0.688887,0.609663,0.656592,-0.922899,-1.669460,21.682518,-15.112700
260,1.069437,0.594533,1.353715,-0.859186,-0.685804,0.159432,2.018140,0.656592,-0.683723,-0.704928,16.748630,-17.740448
261,-1.222428,1.833093,0.580333,-0.796043,-0.984400,-0.500372,0.257544,1.343169,-1.162075,-1.669460,23.087243,-14.360310
262,0.336040,0.425639,1.056260,0.087962,0.269705,1.856072,0.539240,0.542163,0.033804,0.672974,10.372755,-19.542372
263,-2.047499,1.720497,0.580333,-1.553761,-1.223277,-0.783145,0.116696,1.514813,-1.162075,-1.256089,22.518297,-14.675053
264,-0.397357,-1.094412,-1.323375,0.340535,1.046056,0.347948,-1.150933,-1.231494,1.409065,0.604079,2.168300,-4.089310
265,-1.222428,-0.925518,-0.966430,1.350826,0.687740,-0.500372,-1.010085,-1.231494,1.468859,-0.980509,3.306587,-6.265253
266,0.061016,-0.981816,-0.847448,0.214248,0.926617,0.253690,-0.517118,-0.659347,1.528653,0.741869,4.278558,-8.063228
267,-0.030658,1.044918,1.353715,-1.490618,-1.342716,-1.065918,0.609663,0.828236,-1.341457,-1.118299,20.790262,-15.589623
268,0.427715,-0.249940,-0.490503,1.161396,0.448863,1.196267,-0.869237,-0.430488,0.272980,1.430820,9.278489,-17.394792
269,-0.030658,1.495304,0.520842,-1.743191,-1.163558,-1.254434,0.257544,0.828236,-1.341457,-1.049404,23.535557,-14.114284
270,-2.230848,-1.488499,-0.966430,0.971967,0.150267,-0.311856,-1.150933,-1.231494,0.870920,0.259603,1.187691,-2.227200
271,-0.397357,-1.094412,-0.431012,1.287683,0.807179,1.384783,-0.235423,-1.231494,0.571950,1.637506,7.767850,-14.497840
272,-0.030658,1.044918,1.472697,-0.922329,-1.342716,-0.783145,1.525173,0.656592,-0.922899,-1.462774,17.387975,-17.404292
273,0.061016,0.763428,1.472697,-1.238045,-1.342716,-1.160176,1.454750,0.713807,-1.162075,-1.324984,19.326715,-16.369311
274,-0.305682,-0.869219,-0.787957,1.477112,0.866898,0.065175,-0.587542,-0.602132,1.050302,0.948555,6.222093,-11.618850
275,-2.689221,-0.981816,-1.085412,0.529964,0.986337,-0.123341,-1.010085,-1.403138,1.648241,0.328499,1.166038,-2.166894
276,-0.305682,0.707129,0.401861,-0.859186,-1.462155,-1.442949,0.187120,2.315819,-1.341457,-0.980509,25.715405,-12.964188
277,0.427715,-0.869219,-0.193048,0.845680,0.807179,0.442206,-1.150933,-0.373273,1.050302,1.499716,8.201972,-15.334458
278,2.261206,0.763428,0.699315,-0.417184,-0.566365,0.724979,1.173054,0.027230,-0.564135,0.259603,13.365844,-19.463193
279,1.252786,0.200446,0.699315,0.466821,-0.387207,0.442206,0.609663,0.542163,0.093598,0.810764,10.125904,-19.037142
280,0.244365,0.988620,1.532187,-1.174902,-1.223277,-0.406114,1.454750,0.771022,-0.803311,-0.980509,18.620608,-16.738679
281,0.152691,1.607900,0.877788,-1.806334,-0.745523,-2.291269,0.468816,1.457598,-1.162075,-1.876145,24.520946,-13.590019
282,-1.589126,-1.319605,-1.442357,0.593108,0.986337,-0.783145,-1.150933,-1.231494,1.409065,-0.222662,1.351369,-2.548839
283,-1.222428,-0.981816,-1.263884,1.350826,1.404372,0.065175,-1.010085,-0.716562,1.528653,0.259603,3.711645,-7.012516
284,0.061016,0.763428,1.472697,-1.553761,-0.984400,-0.217599,1.806869,0.656592,-0.863105,-1.049404,17.134335,-17.536436
285,0.061016,-0.869219,-0.847448,1.161396,0.687740,1.007752,-0.587542,-0.830991,0.751332,1.568611,8.182974,-15.275172
286,0.336040,-0.081045,-0.490503,0.656251,0.807179,0.630721,-0.164999,-0.487703,0.033804,0.604079,8.476939,-15.858322
287,-0.305682,-0.644027,-0.787957,1.540256,0.687740,0.630721,-0.587542,-0.830991,1.050302,0.259603,7.104536,-13.239234
288,1.802833,0.594533,0.282879,0.340535,0.090547,0.159432,1.102630,0.313304,0.272980,-0.567138,12.057709,-20.165898
289,-0.030658,1.157515,0.401861,-0.985472,-1.103839,-2.102753,0.257544,1.514813,-1.221869,-1.049404,24.504108,-13.601405
290,-0.122333,0.707129,1.948624,-1.806334,-1.103839,-1.254434,0.891359,1.057095,-0.982693,-0.842718,18.976419,-16.552506
291,-0.030658,-0.475132,-1.085412,0.593108,1.284933,0.347948,-0.517118,-0.830991,0.691538,1.568611,7.800461,-14.555975
292,-0.489031,-0.869219,-1.204393,0.214248,1.464091,0.159432,-0.587542,-1.231494,0.691538,0.672974,2.132168,-4.014265
293,-0.122333,-0.812921,-1.025921,1.287683,0.687740,0.724979,-0.517118,-0.487703,0.512156,1.637506,8.300401,-15.507061
294,-0.122333,1.495304,0.223388,-1.616904,-0.805242,-1.348691,0.398392,1.514813,-1.162075,-1.187194,24.980425,-13.355756
295,-0.397357,-0.869219,-0.966430,1.098253,0.508582,-0.311856,-0.798814,-0.659347,0.631744,1.017450,5.561682,-10.423372
296,0.336040,0.481937,0.520842,0.151105,0.389144,1.573298,1.102630,0.484948,0.571950,0.328499,10.564219,-19.977068
297,-0.855729,-1.375903,-0.787957,1.477112,0.747460,0.347948,-1.150933,-0.888206,0.990508,0.672974,4.387347,-8.272808
298,-0.672380,1.044918,0.163897,-1.427475,-1.342716,-1.914238,0.187120,1.972531,-1.281663,-1.324984,26.153940,-12.729991
299,-0.947404,-1.150710,-1.025921,1.413969,1.284933,-0.406114,-1.221357,-0.830991,0.392568,0.121813,3.346500,-6.332331
300,-1.222428,-1.094412,-1.204393,1.224540,1.046056,0.630721,-1.573476,-0.602132,0.512156,0.879659,5.336775,-10.009902
301,-0.489031,0.819726,0.223388,-1.048616,-1.462155,-1.348691,0.187120,2.201390,-1.221869,-1.876145,25.878633,-12.880905
302,-0.305682,0.932322,1.948624,-1.301188,-1.044120,-1.160176,1.173054,0.942666,-0.982693,-0.773823,19.020189,-16.532115
303,0.061016,0.988620,0.223388,-0.922329,-1.044120,-1.537207,-0.094575,2.086960,-1.461045,-1.049404,25.892613,-12.874239
304,-0.489031,-1.038114,-0.787957,1.224540,1.225214,0.253690,-0.657966,-0.602132,0.571950,1.293030,6.582548,-12.300737
305,-0.397357,0.988620,0.401861,-1.364332,-1.342716,-1.348691,0.257544,2.086960,-1.281663,-1.669460,26.380263,-12.617726
306,-0.672380,0.819726,0.877788,-1.427475,-1.402435,-2.385527,0.327968,1.972531,-1.221869,-1.187194,26.058855,-12.789574
307,-2.230848,-0.981816,-1.025921,1.035110,0.926617,-0.311856,-1.150933,-0.602132,0.870920,0.052918,5.309499,-9.989219
308,-0.397357,-1.094412,-1.680320,0.908824,0.986337,-0.029083,-1.221357,-1.231494,0.870920,0.535184,2.396768,-4.530528
309,-0.305682,-1.432201,-1.263884,0.656251,0.866898,0.724979,-1.150933,-1.117065,0.990508,0.741869,2.209035,-4.131926
310,0.061016,-1.038114,-1.144902,0.782537,1.284933,-0.783145,-0.939661,-0.830991,1.289477,0.259603,4.893917,-9.181992
311,0.794413,-0.587729,0.044915,-0.038324,-0.088611,2.138845,0.187120,-0.430488,0.512156,0.741869,9.393407,-17.619847
312,1.619484,0.932322,0.639824,0.656251,0.030828,1.950329,0.398392,0.771022,0.033804,0.259603,11.096747,-20.471252
313,1.711159,0.200446,0.461352,0.151105,0.329424,0.347948,0.468816,0.484948,0.392568,0.672974,10.879939,-20.352062
314,-0.580706,-0.869219,-1.204393,1.224540,0.926617,-0.029083,-1.291781,-1.231494,1.050302,0.190708,3.473016,-6.561066
315,1.527809,0.200446,0.937279,-0.164611,0.150267,0.724979,0.187120,0.484948,0.512156,0.741869,10.671430,-20.046837
316,-1.039079,-1.038114,-1.204393,1.540256,1.523811,-0.029083,-1.150933,-0.945421,0.870920,0.672974,3.845260,-7.271334
317,1.436135,0.369340,0.342370,0.214248,-0.864962,2.044587,0.257544,0.542163,-0.444547,-0.084872,11.061556,-20.461375
318,1.986182,0.538235,0.996769,0.277392,0.329424,1.384783,0.257544,0.256089,-0.025990,0.879659,10.130950,-19.014561
319,-0.305682,-0.700325,-1.442357,1.161396,1.046056,0.442206,-0.024151,-0.830991,0.811126,1.430820,7.465768,-13.919855
320,0.152691,-1.094412,-1.263884,1.287683,1.284933,1.007752,-0.376270,-0.544917,0.870920,1.637506,7.949892,-14.831496
321,1.527809,0.819726,0.877788,-0.669756,-0.685804,-0.406114,1.595597,0.656592,-1.281663,-0.429348,15.022532,-18.631222
322,2.352881,0.538235,0.996769,-0.417184,-0.446927,0.159432,0.891359,0.141659,-0.564135,0.259603,12.666690,-19.822070
323,-0.672380,-1.094412,-1.620829,0.529964,1.404372,-0.123341,-1.221357,-1.288709,1.468859,0.328499,2.805553,-5.328812
324,0.794413,0.650831,0.699315,0.087962,-0.028891,1.950329,1.102630,0.370518,0.751332,0.604079,11.206672,-20.478752
325,-0.672380,-0.812921,-1.144902,0.656251,0.986337,-0.029083,-1.362204,-1.059850,0.751332,0.672974,1.832517,-3.451702
326,-0.580706,-1.038114,-1.144902,1.098253,0.807179,0.724979,-0.798814,-0.659347,1.528653,0.397394,6.871219,-12.829406
327,0.611064,-0.137343,-0.074066,0.466821,0.389144,1.007752,-0.235423,-0.830991,0.392568,1.430820,9.424919,-17.644938
328,-0.030658,-0.925518,-0.787957,1.287683,1.284933,0.630721,-0.305847,-0.659347,1.409065,1.017450,6.453372,-12.069201
329,-0.489031,-0.981816,-0.966430,1.413969,0.687740,-0.029083,-1.573476,-1.345924,1.409065,0.328499,3.313936,-6.234388
330,1.161111,0.819726,1.294224,-0.985472,-0.685804,-0.217599,1.877293,0.828236,-0.982693,-0.842718,17.615111,-17.270075
331,-1.039079,-1.544798,-1.799302,0.908824,1.284933,-0.500372,-1.150933,-1.345924,0.870920,0.672974,2.115649,-3.992966
332,1.069437,-0.024747,0.104406,0.277392,0.568302,2.044587,-0.869237,-0.201629,0.332774,0.535184,9.936935,-18.611936
333,1.344460,0.369340,0.461352,0.403678,-1.044120,2.044587,0.257544,0.542163,-0.922899,0.328499,11.075520,-20.474775
334,-1.405777,-1.038114,-0.906939,1.161396,0.926617,-0.594630,-1.925595,-0.945421,1.528653,0.121813,0.975428,-1.846141
335,-1.222428,-1.432201,-0.906939,0.403678,0.448863,-0.029083,-1.432628,-1.231494,0.870920,0.535184,1.716556,-3.238069
336,-0.489031,-0.869219,-1.204393,0.214248,1.464091,0.159432,-0.587542,-1.231494,0.691538,0.672974,2.374867,-4.489202
337,-0.855729,-1.263307,-0.966430,1.919115,1.523811,0.347948,-0.939661,-0.830991,1.708035,0.672974,3.823722,-7.232759
338,0.061016,-1.207009,-1.204393,0.403678,0.628021,-0.123341,-1.010085,-1.117065,1.169889,0.604079,4.855383,-9.117809
339,1.252786,0.650831,1.056260,-0.922329,-0.506646,0.159432,1.313902,0.771022,-0.683723,-1.187194,15.353192,-18.459331
340,-0.214007,-0.475132,-0.074066,1.098253,0.209986,-0.217599,0.116696,-0.716562,0.512156,0.190708,8.725518,-16.338421
341,1.436135,0.763428,1.056260,-0.669756,-0.685804,0.159432,1.595597,0.427733,-0.803311,-0.980509,15.192502,-18.547084
342,-0.489031,0.988620,0.282879,-1.111759,-0.984400,-1.254434,0.327968,2.201390,-1.221869,-1.738355,25.857920,-12.893596
343,-0.030658,0.313042,1.413206,-1.111759,-1.342716,-0.406114,1.736445,0.656592,-1.162075,-1.118299,16.986542,-17.612776
344,0.061016,-0.587729,-0.490503,1.224540,1.284933,0.630721,-1.010085,-1.174280,0.811126,1.844191,8.080184,-15.091731
345,0.061016,-1.094412,-0.966430,0.593108,0.747460,0.347948,-1.150933,-0.773776,0.930714,1.568611,6.023777,-11.249452
346,1.436135,0.481937,1.056260,-0.669756,-0.924681,-0.594630,1.243478,0.771022,-0.683723,-0.773823,16.144960,-18.052182
347,-0.030658,-0.700325,-1.620829,0.719394,1.225214,1.102010,-0.376270,-1.059850,0.631744,1.706401,6.984671,-13.021410
348,-0.214007,1.439006,1.115751,-0.859186,-1.402435,-0.500372,0.891359,0.656592,-1.162075,-1.669460,21.813270,-15.037324
349,0.061016,-0.587729,-0.549994,1.224540,0.568302,0.913494,-1.432628,-0.659347,0.392568,1.430820,7.685073,-14.333387
350,-0.214007,-0.869219,-0.966430,0.782537,1.046056,0.536463,-1.010085,-0.888206,0.571950,0.879659,5.377731,-10.094402
351,1.802833,0.594533,0.877788,0.087962,-0.387207,0.347948,0.750511,0.713807,-1.042487,0.328499,12.899449,-19.707405
352,-0.489031,-1.207009,-0.966430,0.529964,0.209986,-1.348691,-1.714324,-1.231494,0.870920,0.397394,3.118732,-5.858685
353,1.069437,0.707129,1.353715,-0.859186,-0.685804,0.159432,2.018140,0.656592,-0.683723,-0.842718,16.641481,-17.798791
354,1.436135,0.763428,-0.074066,-0.038324,-0.327488,1.479041,0.257544,0.542163,0.153392,-0.429348,11.990759,-20.210697
355,-1.314102,1.213813,1.175242,-0.859186,-1.462155,-1.819980,0.468816,1.114310,-1.341457,-1.118299,21.356813,-15.282765
356,0.244365,1.101217,0.520842,-1.680048,-1.163558,-2.102753,0.187120,2.086960,-1.341457,-1.669460,26.898007,-12.340876
357,-0.855729,-0.925518,-1.501848,0.845680,1.046056,0.159432,-1.221357,-0.945421,0.811126,0.535184,1.874086,-3.527977
358,1.436135,0.200446,0.044915,-0.480327,-0.327488,2.044587,0.750511,0.484948,0.571950,0.466289,10.566683,-19.901439
359,-0.305682,-1.544798,-0.728466,0.340535,0.747460,0.347948,-0.869237,-1.117065,1.528653,0.466289,4.315463,-8.117745
360,-0.030658,1.495304,1.294224,-1.238045,-0.864962,-0.217599,0.539240,1.285954,-1.341457,-1.118299,21.103969,-15.431135
361,2.169532,0.538235,0.996769,-0.543470,-0.685804,-0.217599,1.384326,0.313304,-0.623929,-0.842718,13.882729,-19.212144
362,-0.672380,-0.925518,-1.561339,1.098253,1.284933,-0.406114,-1.010085,-1.231494,1.409065,0.328499,1.619767,-3.064342
363,1.711159,0.538235,0.639824,-1.048616,-0.566365,-0.688887,1.313902,0.771022,-0.564135,-0.842718,14.564301,-18.876454
364,1.252786,-0.249940,-0.787957,0.340535,0.448863,2.233103,0.187120,-0.029985,0.272980,0.121813,10.206351,-19.147525
365,1.436135,0.031551,0.104406,0.908824,0.329424,1.573298,0.750511,0.141659,0.392568,0.259603,10.272328,-19.248667
366,0.061016,1.044918,0.639824,-1.111759,-1.044120,-2.385527,0.327968,1.858102,-1.042487,-1.324984,27.021544,-12.276815
367,-0.214007,1.044918,1.829642,-1.048616,-1.044120,-0.783145,1.384326,1.057095,-1.221869,-1.807250,19.497825,-16.286141
368,-1.222428,-0.925518,-1.144902,0.782537,0.628021,-0.029083,-1.080509,-1.345924,0.691538,-0.911613,2.064355,-3.892643
369,1.069437,0.481937,0.520842,0.403678,-0.208049,2.044587,0.327968,0.427733,-0.324959,0.259603,11.129133,-20.470673
370,-1.589126,1.720497,0.223388,-1.174902,-1.342716,-1.442949,0.116696,1.514813,-1.341457,-0.980509,22.662990,-14.596206
371,1.619484,0.481937,0.044915,-1.048616,-0.864962,-0.688887,1.454750,0.771022,-0.504341,-0.980509,14.474693,-18.907142
372,-0.305682,-1.094412,-0.906939,-0.796043,1.523811,0.159432,-0.798814,-1.288709,1.409065,0.397394,3.085808,-5.828402
373,-0.030658,-0.587729,-0.133557,1.098253,0.090547,0.819237,-0.939661,-1.117065,0.571950,1.499716,8.796844,-16.466116
374,0.061016,-1.150710,-0.847448,1.161396,1.225214,0.253690,-1.010085,-1.117065,0.691538,0.328499,5.541142,-10.378821
375,0.152691,1.382708,1.353715,-1.238045,-0.924681,-0.311856,0.609663,0.999880,-1.221869,-1.118299,21.174904,-15.384651
376,-0.397357,-0.249940,-0.133557,1.098253,0.030828,1.007752,-0.164999,-0.373273,0.631744,0.328499,8.695405,-16.253749
377,-0.030658,1.101217,1.472697,-1.743191,-1.462155,-0.783145,1.595597,0.542163,-0.922899,-0.773823,17.515169,-17.330785
378,-0.580706,-0.812921,-1.382866,1.287683,1.284933,1.761814,-0.587542,-1.002635,0.631744,1.775296,8.150064,-15.219854
379,0.977762,0.425639,0.104406,-0.354040,0.269705,1.573298,0.468816,0.484948,0.452362,0.741869,10.598566,-19.904809
380,-0.672380,-0.812921,-1.025921,0.656251,0.687740,-0.029083,-1.643900,-1.345924,0.811126,0.672974,1.559040,-2.950788
381,0.702738,0.481937,0.520842,-1.743191,-0.626084,0.065175,1.736445,0.771022,-1.102281,-1.807250,16.565045,-17.831280
382,-0.214007,1.439006,0.401861,-1.616904,-1.342716,-1.160176,0.468816,1.400384,-1.281663,-1.738355,22.118772,-14.884866
383,-0.764055,-1.488499,-1.085412,0.719394,0.508582,-1.160176,-0.869237,-1.345924,1.289477,0.741869,2.674175,-5.041856
384,-1.222428,-1.601096,-1.085412,1.035110,1.225214,-0.123341,-1.150933,-1.231494,1.409065,0.259603,1.221197,-2.294492
385,1.711159,0.087849,0.818297,-0.038324,0.030828,0.819237,0.680087,0.656592,-0.863105,0.672974,12.265851,-20.043690
386,2.169532,0.538235,1.115751,0.024819,-0.626084,0.253690,1.173054,0.256089,-0.623929,-0.015977,12.637303,-19.844864
387,1.069437,0.763428,1.115751,-0.669756,-1.282997,-0.123341,1.806869,0.256089,-1.221869,-0.842718,16.447059,-17.898190
388,1.161111,0.594533,-0.014576,0.214248,0.090547,1.950329,0.468816,-0.144414,0.392568,0.397394,11.421959,-20.460292
389,-1.039079,-1.094412,-0.966430,1.287683,0.687740,-0.406114,-1.855171,-1.403138,0.930714,0.328499,3.604247,-6.800017
390,0.427715,-0.362536,-1.025921,1.287683,0.628021,0.347948,-0.446694,-0.716562,0.571950,1.017450,8.275694,-15.462866
391,0.977762,0.932322,0.996769,-0.922329,-0.685804,-0.500372,1.525173,0.542163,-0.564135,-1.118299,15.340730,-18.454999
392,-0.305682,-0.925518,-1.144902,0.593108,1.404372,-0.500372,-1.010085,-1.288709,1.528653,0.604079,2.847229,-5.363282
393,2.169532,0.538235,0.877788,-0.164611,0.090547,0.253690,0.820935,0.713807,-0.384753,0.328499,12.197017,-20.063696
394,0.336040,-1.544798,-0.371521,0.845680,0.389144,0.253690,-0.517118,-0.716562,0.392568,1.430820,5.969739,-11.158717
395,-0.672380,-1.207009,-1.144902,0.529964,1.464091,-1.537207,-1.080509,-1.288709,0.990508,-0.222662,2.124047,-4.004875
396,-0.305682,1.495304,0.461352,-1.427475,-1.462155,-1.819980,0.257544,1.400384,-1.281663,-1.393879,22.055964,-14.911680
397,-0.855729,-0.925518,-0.728466,1.729685,1.523811,-0.971661,-1.150933,-0.716562,0.811126,0.810764,3.807807,-7.187464
398,0.061016,1.495304,1.115751,-1.301188,-1.223277,-0.406114,0.750511,1.285954,-1.461045,-1.462774,21.262722,-15.357227
399,0.886087,0.481937,1.056260,-1.680048,-1.402435,-0.123341,1.313902,0.599377,-1.102281,-0.980509,15.763216,-18.249237
400,-0.764055,-0.925518,-0.966430,1.035110,1.046056,0.159432,-1.432628,-1.231494,1.528653,0.121813,2.278740,-4.304159
401,1.436135,0.313042,1.115751,0.024819,-0.685804,0.253690,1.173054,0.370518,-0.564135,-0.015977,14.096000,-19.099713
402,-0.305682,-0.700325,-0.906939,1.413969,0.866898,0.347948,-1.010085,-0.830991,0.930714,1.017450,6.091645,-11.388033
403,1.619484,0.256744,0.580333,-1.174902,-0.566365,-0.217599,1.454750,0.771022,-0.384753,-0.704928,15.281020,-18.494242
404,-0.489031,-1.375903,-0.847448,0.403678,0.986337,0.630721,-1.010085,-1.059850,0.691538,-0.291557,5.518514,-10.358550
